date_time,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,cloud_coverage,weather_condition,forecasted_weather
03-01-2024 08:00,15.5,67.5,8.3,107,1019,11.8,5.7,foggy,clear
03-01-2024 09:00,24,79.6,14.7,220,983.3,2.7,26.6,sunny,foggy
03-01-2024 10:00,20.1,70.7,14.8,144,1007.5,11.1,65.6,foggy,cloudy
03-01-2024 11:00,11.6,33.9,9.4,345,1007.9,15.5,91.2,snowy,rainy
03-01-2024 12:00,16.3,48.4,13.3,4,993.7,0.1,77.9,clear,snowy
03-01-2024 13:00,16.2,47.3,15,55,1001.1,8.6,58,rainy,foggy
03-01-2024 14:00,27.4,84.9,12.9,254,1003.1,14.9,23.2,foggy,rainy
03-01-2024 15:00,27.8,82.1,10.2,221,980.8,10.6,94.9,foggy,foggy
03-01-2024 16:00,13.7,52.2,12.8,359,1036.4,4.7,40.4,cloudy,sunny
03-01-2024 17:00,34.9,34.3,2.2,47,1047,14,15,clear,sunny
03-01-2024 18:00,16.7,83.6,9.9,303,1000.2,15.7,2.2,foggy,rainy
03-01-2024 19:00,34.4,83.3,4,162,987.8,7.3,95,foggy,clear
03-01-2024 20:00,20.3,81.3,2.6,235,1046.7,5.9,77.8,rainy,clear
03-01-2024 21:00,10.8,80.7,13.5,247,1031.8,10.9,21.6,sunny,clear
03-01-2024 22:00,18.6,58.8,10,99,1042.4,7.3,14.2,clear,clear
03-01-2024 23:00,25.9,40.6,4.4,20,1005.3,16.7,95.9,clear,rainy
04-01-2024 00:00,27,58.6,6.4,101,1013.9,15.6,24.1,sunny,cloudy
04-01-2024 01:00,23.3,59.7,14.6,4,1045.1,6.2,46.2,foggy,rainy
04-01-2024 02:00,21.2,59.4,13.1,196,1012.2,9.1,61.1,clear,rainy
04-01-2024 03:00,23.8,62.3,1.2,148,1027,17.8,6.2,clear,snowy
04-01-2024 04:00,24.8,45.5,14.7,344,1029.3,2.9,34.4,rainy,snowy
04-01-2024 05:00,12,52,6.2,329,1038.6,15.1,94.4,snowy,sunny
04-01-2024 06:00,19.2,56.1,10.7,210,1048.3,6.3,70,sunny,rainy
04-01-2024 07:00,16.1,37.9,11,159,1003.4,2.4,36.8,sunny,clear
04-01-2024 08:00,30.1,57.3,13.8,145,997.3,2.3,79.2,rainy,snowy
04-01-2024 09:00,21.8,78.6,13.4,57,985.4,5.5,83.7,snowy,snowy
04-01-2024 10:00,34.6,79.7,4.9,353,1040,11,15.2,rainy,rainy
04-01-2024 11:00,20,54.7,10,239,1000.5,18.2,58.7,sunny,foggy
04-01-2024 12:00,30.4,61.1,6.5,78,983.5,6.1,36.7,sunny,snowy
04-01-2024 13:00,30,32,8.4,151,1040.6,4,50.7,foggy,clear
04-01-2024 14:00,13.8,70.5,8.8,4,1015.7,9.6,46.9,rainy,sunny
04-01-2024 15:00,22.7,54.3,6.5,180,1038.7,3.1,50.4,clear,rainy
04-01-2024 16:00,27.4,56.7,7.5,351,1018.8,5.4,52.2,clear,foggy
04-01-2024 17:00,31.5,82.4,3.9,200,1002,19.7,6.9,cloudy,cloudy
04-01-2024 18:00,18.1,57.7,9.5,132,989.1,11.2,17.8,foggy,clear
04-01-2024 19:00,15.5,31.3,11.6,121,1010.6,15.7,56.6,clear,clear
04-01-2024 20:00,27.8,43.6,7,168,981.9,4.2,93.6,foggy,rainy
04-01-2024 21:00,30.2,58.5,14.7,353,1022.2,10.4,74.7,rainy,cloudy
04-01-2024 22:00,18.7,55.5,1.8,345,1009.9,10.2,23.9,clear,clear
04-01-2024 23:00,12.4,81.6,9.2,307,989.9,16.3,36.2,foggy,clear
05-01-2024 00:00,33.5,62.5,9.2,97,1017.1,0.4,33.5,rainy,rainy
05-01-2024 01:00,19.9,71.4,1.5,281,1036.1,17.2,77,sunny,clear
05-01-2024 02:00,22.9,58.2,4.1,267,1048.2,1.6,97.2,snowy,sunny
05-01-2024 03:00,30.9,56.4,13.7,325,1016.9,18.3,35.5,cloudy,foggy
05-01-2024 04:00,26.9,56.8,8.6,339,989.1,2.9,1.5,rainy,cloudy
05-01-2024 05:00,28.4,54.7,7.1,18,1036.7,10.6,93.7,sunny,snowy
05-01-2024 06:00,15.2,62.3,6.8,131,1028.7,2,75.3,snowy,snowy
05-01-2024 07:00,23.5,45,13.4,95,1046.8,8.9,83.4,foggy,cloudy
05-01-2024 08:00,27.4,83.5,6.1,209,1017.5,6,20.9,snowy,sunny
05-01-2024 09:00,15.7,50,13,4,1005,8.4,64.6,clear,foggy
05-01-2024 10:00,14.4,38.9,5.3,127,1047.4,10.9,23.3,sunny,rainy
05-01-2024 11:00,34.6,35.8,8.4,53,1017.7,9.2,1.2,sunny,rainy
05-01-2024 12:00,22.9,30.8,3,197,981.1,0.5,15.7,foggy,snowy
05-01-2024 13:00,16.5,55.4,12.6,205,1013.2,17.3,92.3,cloudy,clear
05-01-2024 14:00,34.9,41.3,11.3,179,980.2,1.9,21.5,cloudy,cloudy
05-01-2024 15:00,34.1,31.3,8.4,240,1031.6,19.6,58.5,foggy,foggy
05-01-2024 16:00,24,61.2,1.4,273,1019.6,17,96.8,clear,rainy
05-01-2024 17:00,32.1,70.8,7.7,319,987.7,11.2,7.6,foggy,cloudy
05-01-2024 18:00,14.7,35.1,4.2,137,1036.9,4.9,80.8,foggy,clear
05-01-2024 19:00,17,57.7,6.8,22,1017.6,1.7,59.8,sunny,snowy
05-01-2024 20:00,27.5,74.6,13,119,988,13.4,32.3,foggy,clear
05-01-2024 21:00,31.2,89.1,11.8,114,991.2,4,36.4,rainy,foggy
05-01-2024 22:00,31.4,70,4.4,81,1037.5,14.7,2.7,cloudy,sunny
05-01-2024 23:00,20.1,44.7,14.8,195,1004.9,16.7,25.6,cloudy,sunny
06-01-2024 00:00,32.2,73,13.6,179,1037.5,19.8,42.3,clear,snowy
06-01-2024 01:00,31.3,65.9,8.4,351,984.9,10.1,71.7,cloudy,clear
06-01-2024 02:00,33.4,42.7,8.4,174,997.1,19.5,27.5,clear,sunny
06-01-2024 03:00,29.6,81.1,13.6,197,1033.5,3,58,sunny,foggy
06-01-2024 04:00,26.7,55.6,9.9,25,1024.9,16.7,73.2,clear,sunny
06-01-2024 05:00,24.5,87.7,8.5,98,1001.5,7.2,69.9,cloudy,foggy
06-01-2024 06:00,19.3,73.4,11.5,232,1045.5,7.3,59,foggy,foggy
06-01-2024 07:00,33.5,68.7,4.3,190,994.8,5.4,58,foggy,cloudy
06-01-2024 08:00,34.3,73.7,13.3,65,1039.5,3.5,72.1,rainy,foggy
06-01-2024 09:00,17.1,58.7,8.4,245,1028.7,8.8,33.6,clear,rainy
06-01-2024 10:00,17.6,60.3,9.4,103,988.5,19.7,45,snowy,foggy
06-01-2024 11:00,22.1,81.1,2.3,190,1018.9,6.6,96.6,snowy,clear
06-01-2024 12:00,21.2,70.9,5.3,140,1045.1,9.2,66.9,sunny,rainy
06-01-2024 13:00,34.9,83.8,7,178,1023.3,4.6,52,cloudy,snowy
06-01-2024 14:00,14.4,83.4,6.8,260,1017,6.7,57.8,cloudy,sunny
06-01-2024 15:00,10.5,88.6,11.9,174,1005.6,1.1,10.4,snowy,sunny
06-01-2024 16:00,22.3,72,5,163,1035.2,19.1,59.2,rainy,rainy
06-01-2024 17:00,14.5,60.1,3.5,18,1043.9,10.2,83.6,sunny,clear
06-01-2024 18:00,19.2,40,9.2,19,1032.7,14.7,52.4,clear,sunny
06-01-2024 19:00,28.6,72.3,9.6,286,1030.8,10.3,17.7,clear,sunny
06-01-2024 20:00,28,47.5,2.7,360,993.5,15.4,44.8,sunny,snowy
06-01-2024 21:00,17.7,47,1,238,1038.4,10.7,27.8,cloudy,clear
06-01-2024 22:00,23.6,44.3,13.8,43,982.8,14,36,sunny,clear
06-01-2024 23:00,22.7,82.5,2.1,195,1033,13.7,22.5,cloudy,cloudy
07-01-2024 00:00,25.9,82.1,13.6,194,994.8,10.7,33.4,sunny,cloudy
07-01-2024 01:00,16.3,67.9,6.6,356,1014.1,4.6,82.2,foggy,clear
07-01-2024 02:00,24.7,58.4,10.1,344,1028.7,4.2,75.8,rainy,foggy
07-01-2024 03:00,34.5,70.3,3.6,48,1033.1,17.5,49.1,clear,cloudy
07-01-2024 04:00,22.2,66.4,12.5,58,1042.2,2.4,78.3,foggy,sunny
07-01-2024 05:00,32.7,54.9,3.5,131,999.8,11.2,97.6,snowy,clear
07-01-2024 06:00,20.9,52.8,6.4,166,995.7,10.1,40.6,foggy,rainy
07-01-2024 07:00,18.8,53,4.3,134,1049.7,16,98,sunny,clear
07-01-2024 08:00,26.1,65.3,12.7,88,994.5,2.7,24.6,snowy,clear
07-01-2024 09:00,26.7,68.9,13,270,1026.6,13.7,95.5,snowy,snowy
07-01-2024 10:00,31.6,57.1,6.2,262,1046.7,12.1,86.4,clear,cloudy
07-01-2024 11:00,15.8,88.1,5.3,115,1042.8,14,19.9,foggy,snowy
07-01-2024 12:00,22.5,35,11.8,195,1011,12.4,35,clear,foggy
07-01-2024 13:00,24.3,50.8,13.3,353,1024.6,11.3,70.8,rainy,clear
07-01-2024 14:00,29.2,55.1,9.7,107,1017,18.5,19.2,rainy,cloudy
07-01-2024 15:00,11.1,31,14,46,1004.3,7,59.1,rainy,cloudy
07-01-2024 16:00,34.9,51.9,6.4,240,990.1,3.7,53.5,rainy,sunny
07-01-2024 17:00,21.7,46.4,3.1,308,1036.2,15.9,29.2,snowy,cloudy
07-01-2024 18:00,17,60.4,3.5,229,986.3,2.6,30.1,sunny,clear
07-01-2024 19:00,32.1,50.2,10.4,244,1022.7,13.6,51.6,rainy,clear
07-01-2024 20:00,28.7,73.6,6.7,315,1021.6,11,30,clear,sunny
07-01-2024 21:00,33.8,60.6,3.2,249,1003.4,0,18,sunny,rainy
07-01-2024 22:00,18.3,37.8,5.1,76,989.5,4.8,77.3,foggy,snowy
07-01-2024 23:00,23.8,75,8.4,61,1036,9.9,58.2,foggy,snowy
08-01-2024 00:00,24.3,36,2.7,58,1012.3,6.6,43.8,clear,clear
08-01-2024 01:00,34.5,80.3,1,237,1030.8,8.5,18.1,cloudy,foggy
08-01-2024 02:00,11.9,85.9,13.8,188,981.2,12,59.4,cloudy,sunny
08-01-2024 03:00,17.6,49.3,5.3,55,985.2,14.6,62.9,cloudy,cloudy
08-01-2024 04:00,14.8,85.6,4.1,77,992.3,3,48,cloudy,clear
08-01-2024 05:00,16.7,77.6,10.8,221,988,5.7,37.3,snowy,clear
08-01-2024 06:00,22.1,85.3,12.9,46,993.4,12.7,86.7,snowy,clear
08-01-2024 07:00,19.3,70,9.9,137,1028.1,11.8,70.5,foggy,cloudy
08-01-2024 08:00,19.9,44.1,4.6,23,983.3,14.7,35.6,foggy,cloudy
08-01-2024 09:00,31.1,83.7,13.1,28,982.7,12.8,59.3,snowy,sunny
08-01-2024 10:00,33.3,41.1,8.1,134,982.2,6.6,23.4,snowy,clear
08-01-2024 11:00,11.8,42.8,6.3,350,1028.8,10,1.1,foggy,rainy
08-01-2024 12:00,15.2,46.3,9.5,349,1017.5,17.7,86.9,clear,snowy
08-01-2024 13:00,26.8,48.3,10.8,280,1005.9,3.7,81.9,snowy,sunny
08-01-2024 14:00,19,60.9,9.3,291,1027.3,7.5,63.9,clear,rainy
08-01-2024 15:00,16.4,72.8,13.9,188,1018.8,16.8,81.1,rainy,rainy
08-01-2024 16:00,17.4,85.6,9.8,70,980.5,7.3,78.1,clear,clear
08-01-2024 17:00,18.1,35.3,13.3,205,1038.7,8.2,86,clear,cloudy
08-01-2024 18:00,31.2,87.3,9.2,241,1004.5,6.4,89.2,snowy,snowy
08-01-2024 19:00,13.4,85.3,5.6,305,1008,18,81.9,rainy,rainy
08-01-2024 20:00,27.7,33.2,8.5,183,1034.8,13.3,85.2,cloudy,foggy
08-01-2024 21:00,23.8,51.6,2.2,127,993.1,4.2,50.2,clear,cloudy
08-01-2024 22:00,17.4,78.8,4.2,229,980.7,15,70.8,rainy,sunny
08-01-2024 23:00,20.5,66.7,11.7,40,1043.6,0.8,33.3,rainy,cloudy
09-01-2024 00:00,16.4,76.7,10.3,280,1015.4,7.9,86.1,snowy,snowy
09-01-2024 01:00,25.3,73.1,3.3,161,1004.5,18.2,85.9,rainy,snowy
09-01-2024 02:00,12,59.8,7.1,311,1037.3,13.8,6.6,sunny,snowy
09-01-2024 03:00,10.1,32.5,3,339,981.8,15.9,34.7,cloudy,clear
09-01-2024 04:00,25.7,65.1,13,157,994.2,18.6,17.1,snowy,cloudy
09-01-2024 05:00,14.9,32.9,2.5,323,990.9,15.5,13.6,sunny,clear
09-01-2024 06:00,11.8,66.2,10.2,20,1031.6,1.8,41.5,clear,clear
09-01-2024 07:00,19.9,78,9.5,346,1001.8,4.6,62.6,snowy,clear
09-01-2024 08:00,11.3,65.1,7.6,9,1034.1,10,34.4,clear,cloudy
09-01-2024 09:00,32.2,89.8,4.9,86,982.9,0.3,30.9,snowy,sunny
09-01-2024 10:00,10.7,57.4,6.7,32,1022.6,12.5,9.4,rainy,foggy
09-01-2024 11:00,24.5,74.9,12.3,360,1002.3,13.1,38.3,cloudy,rainy
09-01-2024 12:00,21,70,11.7,338,993.1,13.9,47.1,snowy,cloudy
09-01-2024 13:00,26.8,89.5,11.3,202,1037.2,11.1,39.9,sunny,cloudy
09-01-2024 14:00,18.2,72.8,11.5,3,1008.9,9,68,foggy,snowy
09-01-2024 15:00,13.9,39.8,3,22,1020,17.1,28.8,rainy,rainy
09-01-2024 16:00,34.5,87.3,2.4,196,982.3,15.3,71.6,snowy,snowy
09-01-2024 17:00,31,70.1,13.1,308,1035.4,12.2,88.3,rainy,foggy
09-01-2024 18:00,31.5,33.6,12.7,273,1000.1,0.9,59.1,foggy,sunny
09-01-2024 19:00,16.3,69.5,10.5,272,1028.5,13.9,38.9,sunny,clear
09-01-2024 20:00,11,83,9.5,106,1033.2,11.2,18,rainy,snowy
09-01-2024 21:00,17.6,64.6,6.1,199,988.2,13.9,93.2,rainy,foggy
09-01-2024 22:00,23.4,51.2,4.1,342,1000.7,6.2,75.2,snowy,rainy
09-01-2024 23:00,18.2,79.3,10.3,214,1030.6,15.5,24.6,rainy,clear
10-01-2024 00:00,30.7,77,13.8,1,996.3,8.4,15.1,sunny,foggy
10-01-2024 01:00,16.8,62.7,7.1,120,1039.4,17.9,4.9,snowy,snowy
10-01-2024 02:00,34.1,39.3,5.2,102,1001.8,2.1,19.1,cloudy,foggy
10-01-2024 03:00,21.4,45.1,4.8,148,1008.2,9.7,73.2,foggy,foggy
10-01-2024 04:00,31.1,74.3,1.3,151,987,4.1,63,sunny,clear
10-01-2024 05:00,14.9,78.4,8.3,52,990.3,9.1,96.7,sunny,cloudy
10-01-2024 06:00,20.3,46.8,14.8,165,999.3,7.1,32.2,clear,foggy
10-01-2024 07:00,27.5,52.1,12.4,305,983.4,16.1,78.7,foggy,clear
10-01-2024 08:00,13.5,34.7,13.6,166,993.5,3.3,12,rainy,sunny
10-01-2024 09:00,13.3,72.8,9.7,315,1008.6,12,56.3,sunny,sunny
10-01-2024 10:00,34.2,30.2,7.7,294,1006.6,8.1,46.7,snowy,clear
10-01-2024 11:00,27.9,32.8,14.9,70,993.9,10.4,83.8,clear,rainy
10-01-2024 12:00,11,30.3,7.3,127,985.6,14.3,70.2,clear,rainy
10-01-2024 13:00,20,68.7,13.8,32,1002.3,7.1,19.4,sunny,cloudy
10-01-2024 14:00,20.8,55,11.7,156,1032.2,7.3,98.4,rainy,snowy
10-01-2024 15:00,28.6,47.9,5.6,329,1015.7,1.5,82.3,sunny,foggy
10-01-2024 16:00,16.3,84.8,8,265,1046.3,11,35.5,clear,foggy
10-01-2024 17:00,14.6,41.6,6.4,203,989.8,8.3,82.6,snowy,clear
10-01-2024 18:00,12,53.4,2.9,194,994.5,16.2,95.7,rainy,clear
10-01-2024 19:00,20.7,86.4,6,108,999.6,8.8,89,sunny,clear
10-01-2024 20:00,27.2,55.6,13.4,158,980.9,19.4,55.6,foggy,sunny
10-01-2024 21:00,11.5,63.3,11.5,282,1046,3.4,57.7,rainy,rainy
10-01-2024 22:00,32.9,34.8,4.9,26,1011.2,5.3,10.7,rainy,sunny
10-01-2024 23:00,21.1,77.4,6.2,226,1013.7,7.8,16.5,clear,sunny
11-01-2024 00:00,16,55.4,9.6,251,991.1,3.4,98.3,sunny,clear
11-01-2024 01:00,12.3,78,6.8,264,1041.1,19.4,77,cloudy,cloudy
11-01-2024 02:00,14.6,45.2,8,261,1028.5,12.8,2.6,clear,clear
11-01-2024 03:00,33.4,55.3,10.8,133,1010.2,0.2,54.8,sunny,snowy
11-01-2024 04:00,26,77.2,7.5,25,1041.5,11.6,34.5,sunny,sunny
11-01-2024 05:00,22.9,88.4,3.7,42,1043.4,15.6,31.2,cloudy,clear
11-01-2024 06:00,26.4,33.6,8.3,18,983.5,1,55.7,rainy,foggy
11-01-2024 07:00,20.9,78.7,6,15,988.4,11.6,32,rainy,foggy
11-01-2024 08:00,28.3,48,5.1,104,981.9,7.5,25.2,sunny,clear
11-01-2024 09:00,11.2,63,5.6,278,1020.7,11.6,93.8,foggy,foggy
11-01-2024 10:00,24.2,47.4,7.1,202,995.3,5.1,4,clear,clear
11-01-2024 11:00,14,66.8,13.4,207,1039.1,13.3,43.6,foggy,sunny
11-01-2024 12:00,13,51.2,11.3,165,1012.6,13.4,51.1,snowy,clear
11-01-2024 13:00,18.5,50,10.4,58,1038.6,10.8,44,rainy,sunny
11-01-2024 14:00,12.3,32.3,7.6,47,1018.9,18.5,65.7,sunny,rainy
11-01-2024 15:00,12.4,38.8,1,147,1035.7,18.2,2.6,sunny,sunny
11-01-2024 16:00,17.8,85,5.8,276,1006,1,88.5,foggy,rainy
11-01-2024 17:00,34.5,89.9,12.4,177,1046.2,5.8,50,snowy,foggy
11-01-2024 18:00,14.4,76.8,6.4,288,1026.7,7.3,55.4,cloudy,foggy
11-01-2024 19:00,10.4,47.2,8.9,113,1021.7,1.1,46.3,clear,cloudy
11-01-2024 20:00,29.1,54.1,3.9,295,1004.7,10.5,44.5,snowy,sunny
11-01-2024 21:00,30.2,74.4,13.8,217,1045.6,0.5,18.7,clear,sunny
11-01-2024 22:00,18.7,88.1,13.9,265,1003.6,13.6,50.4,rainy,cloudy
11-01-2024 23:00,21.6,57.3,3,161,1038.5,0.1,42.1,sunny,clear
12-01-2024 00:00,26.2,79.8,11.1,328,1008.3,0.6,46.8,cloudy,cloudy
12-01-2024 01:00,11.2,88.5,2.1,35,1033.7,16.7,1.4,rainy,snowy
12-01-2024 02:00,33.7,82.4,9.4,74,1043.8,5.1,13.1,snowy,rainy
12-01-2024 03:00,32.2,43.6,3.5,134,1012.6,1.6,76.3,cloudy,sunny
12-01-2024 04:00,16.5,30.5,3,271,1016.8,8,41.9,snowy,foggy
12-01-2024 05:00,10.4,59.5,1.1,178,1003.1,1,74.3,clear,cloudy
12-01-2024 06:00,33.3,61.9,14.2,158,983.8,15,17.1,rainy,snowy
12-01-2024 07:00,22.5,42.1,12.6,242,1025.7,9.9,69.8,clear,cloudy
12-01-2024 08:00,23.5,47.1,2.1,300,988.4,11,28.9,cloudy,foggy
12-01-2024 09:00,27.1,75.9,9.4,203,1004.8,15.1,70.5,foggy,cloudy
12-01-2024 10:00,25.4,58.2,4.3,282,1004.5,15.7,8.7,clear,rainy
12-01-2024 11:00,33.6,49,4.7,277,990.6,2.7,33.4,cloudy,sunny
12-01-2024 12:00,33.6,67.4,13.2,142,1026.7,5.6,11.9,cloudy,cloudy
12-01-2024 13:00,31.7,69.2,2.6,7,992.2,3.5,63,snowy,snowy
12-01-2024 14:00,25.9,76.2,9.4,115,1034.5,1.1,39.3,clear,sunny
12-01-2024 15:00,30,39.4,6.6,342,997.4,10.8,7.4,rainy,cloudy
12-01-2024 16:00,26.9,74.5,3.7,271,1000.1,5,52.6,clear,foggy
12-01-2024 17:00,24.3,66,7.3,175,1004.1,3.1,2.5,snowy,cloudy
12-01-2024 18:00,13.2,33.5,14.2,213,990.7,10.2,81.8,cloudy,snowy
12-01-2024 19:00,30.3,76.6,11.9,214,1010.4,12.7,93.8,rainy,cloudy
12-01-2024 20:00,30.5,53,2.8,56,985.6,15.4,81,foggy,clear
12-01-2024 21:00,25.6,49.8,12.9,228,1009.9,0.3,95.2,sunny,foggy
12-01-2024 22:00,30.5,56.9,14.1,299,1003.8,10.5,89.7,rainy,clear
12-01-2024 23:00,26.3,50.8,4.9,326,1003.7,5.3,89.5,sunny,sunny
13-01-2024 00:00,15.2,50.3,5.7,36,1026.2,19.8,24.5,clear,clear
13-01-2024 01:00,16.8,78.5,2.8,283,1033.8,3.1,23.1,rainy,sunny
13-01-2024 02:00,15.4,37.5,5.8,323,1004.9,8.8,80.9,clear,sunny
13-01-2024 03:00,19.4,88.2,10.4,223,998.3,19.4,49.1,rainy,foggy
13-01-2024 04:00,11,63.3,4.8,301,1014.6,4.3,94.2,clear,foggy
13-01-2024 05:00,25.5,41,1.1,200,1035.1,16.1,89.7,sunny,snowy
13-01-2024 06:00,18.4,37.9,5.7,99,1025.1,4.9,89.3,cloudy,snowy
13-01-2024 07:00,26.4,65.5,7.3,281,982.7,1.5,32.6,cloudy,snowy
13-01-2024 08:00,19.6,68,8.9,74,1013.6,0.9,13.3,clear,clear
13-01-2024 09:00,27,33.2,10.6,211,1049.4,19,67.8,clear,sunny
13-01-2024 10:00,18.5,44.6,1.9,190,1004.7,4.3,44.1,foggy,cloudy
13-01-2024 11:00,16.5,77.7,7.6,62,1010.9,5.8,93.4,clear,rainy
13-01-2024 12:00,22.4,33,4.7,111,1000.1,19.3,85.4,snowy,cloudy
13-01-2024 13:00,27.3,81.3,14.3,142,1014.8,13.1,92.9,sunny,rainy
13-01-2024 14:00,18.7,69.5,6,98,991.3,9.8,56.8,clear,rainy
13-01-2024 15:00,33.4,56.1,2.4,264,997.3,8.7,52.6,cloudy,rainy
13-01-2024 16:00,11,50.8,1.6,224,1029.8,1,84.7,rainy,rainy
13-01-2024 17:00,20.4,31.2,4.7,74,989.7,16.8,51.2,cloudy,foggy
13-01-2024 18:00,34.2,79.5,3.5,277,1044.8,15.2,90,snowy,snowy
13-01-2024 19:00,23.7,38.6,10.1,197,1001.6,1.8,3.4,rainy,foggy
13-01-2024 20:00,20.6,48.6,12.9,183,1020.3,7.1,35.9,cloudy,clear
13-01-2024 21:00,24.2,64.1,5.4,292,1002.5,17.7,83.5,clear,foggy
13-01-2024 22:00,24.4,44.8,9.1,56,1013.5,4.7,21,sunny,snowy
13-01-2024 23:00,28.3,59.8,11.2,248,1043.3,12.2,39.9,clear,cloudy
14-01-2024 00:00,13.2,78.6,6.6,113,984.8,9.8,1,rainy,snowy
